1501_Marki-ZayJ.pdf|Márki-Zay János|Akik kiderítették, hogyan történik a fémek képlékeny alakváltozása
1503_RadnaiGy.pdf|Radnai Gyula|A kétszáz éves Brewster-törvény
1503_RadnotiK.pdf|Radnóti Katalin|A fény: az Univerzum megismerésének eszköze - egy elfeledett tudós asszony emlékére
1505_KovacsL.pdf|Kovács László|Wigner Jenő levelei Györgyi Gézához
150708_BuzadyA_SzegoD.pdf|Buzády Andrea, Szegő Dóra|Millikan és az elemi töltés meghatározásának története - 1. rész
150708_RadnaiGy.pdf|Radnai Gyula|Fizikus tehetségpont a két háború között - Faragó Andor, a Középiskolai Matematikai és Fizikai lapok megindítója
1509_BuzadyA_SzegoD.pdf|Buzády Andrea, Szegő Dóra|Millikan és az elemi töltés meghatározásának története - 2. rész
1510_MolnarJ.pdf|Molnár János|Két muzeális műtárgy és egy régi törvény ürügyén - 1. rész
1511_MolnarJ_2.pdf|Molnár János|Két muzeális műtárgy és egy régi törvény ürügyén - 2. rész
1512_IllyJ.pdf|Illy József|Einstein, a geofizikus?
1512_RadnaiGy.pdf|Radnai Gyula|Einstein Nobel-díjáról négy tételben
1603_RadnaiGy.pdf|Radnai Gyula|Inspiráció a tudományban - Gondolatok Ernst Mach halálának centenáriuma alkalmából
1605_GyulaiJ.pdf|Gyulai József|Az Intel madártávlatból - Andy Grove/Gróf András halála kapcsán
1605_udvozlet_ZawadowskiA-nak.pdf|Sólyom Jenő, Zaránd Gergely|A kvantumtérelmélettől a szilárdtest-fizikáig
160708_FizSzem-20160708_08RadnaiGyula.pdf|Radnai Gyula|Centenáriumi megemlékezések, 2016 - 1. rész - akik száz éve mentek el
1609_FizSzem-201609_03RadnaiGyula.pdf|Radnai Gyula|Centenáriumi megemlékezések, 2016 - 2. rész - száz éve született angolszász fizikusok
1610_FizSzem2016-10_04RadnaiGyula.pdf|Radnai Gyula|Centenáriumi megemlékezések, 2016 - 3. rész - Nobel-díjas szovjet-orosz fizikusok
